STATCD;DISTCD;STATNAME;DISTNAME;DISTRICTS;BLOCKS;VILLAGES;TOTPOPULAT;P_URB_POP;POPULATION_0_6;GROWTHRATE;SEXRATIO;P_SC_POP;P_ST_POP;OVERALL_LI;FEMALE_LIT;MALE_LIT;AREA_SQKM;TOT_6_10_15;TOT_11_13_15;SCH1;SCH2;SCH3;SCH4;SCH5;SCH6;SCH7;SCH9;SCHTOT;SCH1G;SCH2G;SCH3G;SCH4G;SCH5G;SCH6G;SCH7G;SCH9G;SCHTOTG;SCH1P;SCH2P;SCH3P;SCH4P;SCH5P;SCH6P;SCH7P;SCH9P;SCHTOTP;SCH1GR;SCH2GR;SCH3GR;SCH4GR;SCH5GR;SCH6GR;SCH7GR;SCH9GR;SCHTOTGR;SCH1PR;SCH2PR;SCH3PR;SCH4PR;SCH5PR;SCH6PR;SCH7PR;SCH9PR;SELE1;SELE2;SELE3;SELE4;SELE5;SELE6;SELE7;SCOMP1;SCOMP2;SCOMP3;SCOMP4;SCOMP5;SCOMP6;SCOMP7;ENR501;ENR502;ENR503;ENR504;ENR505;ENR506;ENR507;ENR509;CLS1;CLS2;CLS3;CLS4;CLS5;CLS6;CLS7;TCH1;TCH2;TCH3;TCH4;TCH5;TCH6;TCH7
9;915;UTTAR PRADESH;AGRA;1;17;1945;4380793;45.87;639157.7;21;859;22.43;0.16;69.44;59.16;78.32;4041;513000;311180;3048;366;98;1103;167;52;62;0;4896;2088;5;1;885;9;0;1;0;2989;958;347;97;218;158;49;61;0;1888;1910;2;0;824;6;0;1;0;2743;311;123;42;66;104;34;44;0;1703;330;88;562;147;47;56;83;77;57;125;99;17;38;459;7;4;475;32;3;6;338;13058;2723;671;4702;738;330;231;10974;1836;913;3774;1503;269;259
9;916;UTTAR PRADESH;FIROZABAD;1;11;1339;2496761;33.33;370019.98;21.62;867;18.97;0.1;74.6;64.8;83.08;2407;295716;183236;1971;306;61;760;94;32;35;0;3259;1526;7;4;629;3;0;1;0;2170;428;297;57;131;91;32;34;0;1070;1468;4;4;622;3;0;1;0;2102;281;163;40;108;82;28;32;0;921;242;58;289;84;28;33;152;95;26;156;49;5;14;513;2;0;396;6;0;5;215;8616;2598;439;3445;427;199;163;6146;1628;781;2581;1056;223;240
9;917;UTTAR PRADESH;ETAH;1;11;1134;1761152;15.24;277733.67;12.77;863;15.84;0.01;73.27;61.72;83.21;2431;217308;134537;1896;130;17;787;144;18;134;0;3126;1367;0;2;569;5;1;1;0;1945;527;125;15;216;139;16;133;0;1171;1325;0;1;566;3;0;1;0;1896;411;87;11;168;116;15;126;0;534;71;13;195;103;13;80;70;35;11;150;67;9;26;260;1;0;407;17;0;21;191;7791;1062;155;3485;646;108;501;7631;1093;277;3113;1517;137;932
9;918;UTTAR PRADESH;MAINPURI;1;10;1397;1847194;15.39;275601.34;15.69;876;19.71;0.03;78.26;68.35;86.93;2760;215387;136059;2320;71;28;884;138;8;76;0;3525;1608;0;4;551;5;0;0;0;2168;712;71;24;333;133;8;76;0;1357;1571;0;2;541;4;0;0;0;2118;550;55;13;271;116;7;68;0;698;49;26;290;103;6;65;145;23;19;152;61;4;22;658;1;2;369;23;0;13;196;9393;580;285;4035;653;64;321;9250;603;597;3839;1680;67;575
9;919;UTTAR PRADESH;BUDAUN;1;20;1619;3712738;17.37;647501.51;20.96;859;16.91;0;52.91;41.76;62.39;5168;503747;297684;2268;153;39;816;70;16;45;0;3407;1802;0;2;674;8;0;0;0;2486;429;110;36;141;62;11;44;0;833;1747;0;2;663;5;0;0;0;2417;340;63;22;119;45;9;35;0;594;108;31;251;63;12;33;71;45;14;133;36;5;12;87;0;1;75;9;0;4;77;11022;1250;360;3901;405;97;248;7313;1169;502;3021;662;140;303
9;920;UTTAR PRADESH;BAREILLY;1;19;1966;4465344;34.99;669801.6;23.4;883;12.53;0.07;60.52;50.35;69.47;4120;533322;331825;2753;449;30;987;95;16;36;0;4366;2105;2;1;816;8;1;0;0;2933;626;441;29;170;87;14;36;0;1403;1942;1;1;777;3;0;0;0;2724;461;324;16;120;57;11;28;0;755;260;27;303;82;11;16;123;86;21;143;73;7;10;300;6;8;267;10;2;4;194;13727;3727;277;4427;468;119;173;9690;3503;523;3645;1608;155;312
9;921;UTTAR PRADESH;PILIBHIT;1;9;1205;2037225;17.43;297027.41;23.83;889;16.42;0.08;63.58;52.43;73.46;3686;235216;150713;1596;158;23;705;46;11;15;0;2554;1230;2;0;579;9;1;0;0;1821;348;116;23;122;37;10;15;0;671;1185;1;0;561;8;0;0;0;1755;293;88;14;105;26;7;12;0;609;95;19;320;31;9;3;55;28;15;142;30;8;6;203;2;0;139;3;0;2;60;7578;1087;322;3215;234;115;50;4035;513;130;2243;491;62;70
9;922;UTTAR PRADESH;SHAHJAHANPUR;1;17;2185;3002376;19.7;488486.58;17.84;865;17.72;0.02;61.61;51.73;70.09;4388;383380;236169;2992;188;24;1157;79;13;26;0;4479;2292;0;4;913;6;1;0;0;3216;588;169;20;240;73;12;26;0;1128;2207;0;2;897;5;1;0;0;3112;470;92;12;216;55;6;23;0;869;137;22;320;59;11;16;63;64;17;107;32;1;3;237;3;0;140;12;0;0;160;13608;1515;222;5373;394;72;125;9632;1032;228;4205;681;66;142
9;923;UTTAR PRADESH;KHERI;1;19;2117;4013634;11.49;644589.62;25.14;887;26.4;1.33;62.71;52.62;71.58;7680;508686;313787;3302;95;38;1292;116;5;24;0;4872;2734;1;3;1156;10;0;0;0;3904;544;73;32;136;106;4;24;0;919;2672;1;1;1139;6;0;0;0;3819;386;53;22;92;73;3;21;0;928;65;35;316;88;4;13;178;36;26;137;72;4;8;171;0;0;150;20;0;4;85;15403;800;440;6108;526;49;116;10220;728;624;4374;1528;56;214
9;924;UTTAR PRADESH;SITAPUR;1;23;2603;4474446;11.84;732914.25;23.62;879;32.26;0.04;63.38;52.8;72.61;5743;570369;345577;3786;85;59;1448;117;4;23;0;5522;3059;1;4;1183;11;0;11;0;4269;688;68;55;260;106;4;12;0;1193;2986;1;3;1159;10;0;11;0;4170;540;64;48;212;92;4;11;0;1003;50;37;345;88;3;8;150;11;27;130;62;1;7;150;0;0;215;1;0;0;131;16951;514;280;5971;617;23;98;12371;551;461;5548;1325;24;230
9;925;UTTAR PRADESH;HARDOI;1;25;2161;4091380;13.22;662803.56;20.39;856;31.14;0.01;68.89;59.17;77.2;5986;493668;310401;3799;95;33;1269;189;14;81;0;5480;2851;4;4;1034;3;0;13;0;3909;934;80;29;234;186;14;68;0;1545;2774;2;3;1017;2;0;13;0;3811;791;52;26;204;176;13;65;0;759;58;18;237;129;6;43;204;35;10;135;72;5;22;144;1;6;145;23;1;13;141;17452;712;225;5798;902;109;378;12549;597;217;5016;1246;75;410
9;926;UTTAR PRADESH;UNNAO;1;17;2107;3110595;17.14;417130.79;15.19;901;30.52;0.09;68.29;58.54;77.06;4558;334600;213114;3057;133;0;1061;123;0;32;0;4406;2304;4;0;844;8;0;0;0;3160;663;111;0;216;115;0;32;0;1137;2214;4;0;820;7;0;0;0;3045;565;90;0;200;108;0;31;0;1114;92;0;418;100;0;23;308;34;0;178;80;0;10;664;8;0;367;16;0;6;172;12764;808;0;4335;458;0;108;10116;857;0;4069;1610;0;212
9;927;UTTAR PRADESH;LUCKNOW;1;9;1166;4588455;66.2;521707.33;25.79;906;20.66;0.16;79.33;73.88;84.27;2528;415978;268351;2761;646;221;791;252;107;62;0;4840;1374;3;4;463;14;2;16;0;1876;1366;563;217;315;238;105;46;0;2850;1162;3;0;402;3;1;14;0;1585;217;185;60;38;72;19;12;0;1509;501;176;397;205;68;45;374;116;77;148;144;37;22;211;15;2;101;134;0;11;148;18259;4996;1071;4841;924;521;251;9216;1999;1831;3000;2266;406;320
9;928;UTTAR PRADESH;RAE BARELI;1;19;1989;3404004;9.05;460902.14;18.51;941;30.26;0.05;69.04;58.06;79.39;4609;374534;241066;2460;48;42;769;103;13;41;0;3476;1976;6;6;620;12;0;0;0;2620;481;40;34;149;91;12;41;0;848;1935;4;5;601;10;0;0;0;2555;426;31;19;130;79;10;37;0;902;30;36;342;87;10;31;109;14;17;80;48;1;14;588;1;2;216;12;1;2;79;10489;315;219;3337;368;93;194;7425;234;283;3244;981;62;150
9;929;UTTAR PRADESH;FARRUKHABAD;1;9;1174;1887577;22;292763.19;20.2;874;16.59;0.01;70.57;60.51;79.34;2181;230443;137012;1663;134;23;772;73;11;29;0;2705;1289;0;2;571;3;0;0;0;1865;357;110;18;199;70;6;29;0;789;1218;0;1;556;1;0;0;0;1776;227;83;12;128;64;5;25;0;481;74;19;225;65;4;20;185;60;12;158;45;1;10;150;1;1;296;7;0;1;100;8269;929;222;3510;425;46;139;6172;889;327;2881;1025;80;167
9;930;UTTAR PRADESH;KANNAUJ;1;9;819;1658005;16.92;251519.36;19.37;879;18.71;0;74.01;64.46;82.36;2093;196720;121648;1586;63;13;710;113;5;43;0;2533;1211;0;0;459;2;0;0;0;1672;365;50;7;251;111;2;43;0;829;1179;0;0;448;2;0;0;0;1629;284;39;6;223;100;1;38;0;559;39;11;281;104;4;37;44;12;7;115;46;4;8;211;0;0;264;21;0;5;119;7379;519;84;3351;408;44;158;4900;395;161;2895;1344;61;355
9;931;UTTAR PRADESH;ETAWAH;1;9;1330;1579160;23.2;220292.82;17.95;867;24.55;0.01;79.99;71.16;87.64;2311;172094;104656;1944;102;27;889;96;10;30;0;3098;1241;3;3;541;7;0;0;0;1795;691;98;24;337;89;10;30;0;1279;1199;1;3;518;6;0;0;0;1727;619;74;16;290;80;6;28;0;831;82;27;371;90;10;25;50;16;13;193;53;4;10;642;9;1;423;19;2;12;129;8054;584;216;3580;333;78;85;6325;483;538;3129;1189;98;195
9;932;UTTAR PRADESH;AURAIYA;1;8;1133;1372287;17.07;193904.15;16.3;864;28.39;0.01;80.25;71.97;87.37;2016;153272;95205;1564;34;22;774;79;3;23;0;2499;1063;1;3;453;3;0;0;0;1523;496;30;18;320;75;2;23;0;964;1040;1;3;447;3;0;0;0;1494;397;28;15;247;69;2;21;0;702;17;21;388;73;3;20;34;1;15;95;34;1;4;317;0;1;261;4;0;1;136;6755;194;146;3274;363;22;113;5388;207;254;3005;629;21;145
9;933;UTTAR PRADESH;KANPUR DEHAT;1;10;1354;1795092;9.66;;14.82;862;25.64;0.05;77.52;68.48;85.27;3021;192708;116621;1814;28;16;797;111;8;47;0;2821;1605;0;0;676;2;0;0;0;2283;198;24;12;121;109;5;47;0;516;1588;0;0;667;1;0;0;0;2256;171;19;10;112;109;5;45;0;499;15;12;227;67;7;25;56;5;7;91;70;2;8;621;1;0;446;18;1;10;136;6744;227;164;3319;623;53;197;6673;247;264;2709;1440;81;428
9;934;UTTAR PRADESH;KANPUR NAGAR;1;20;1091;4572951;65.93;484732.81;9.72;852;17.83;0.08;81.31;76.89;85.07;3155;388907;253964;2886;241;65;1322;96;9;24;0;4643;1616;3;5;635;5;2;0;0;2266;1236;224;57;686;91;4;24;0;2322;1334;0;1;576;3;1;0;0;1915;322;50;34;195;59;2;13;0;1232;161;57;591;73;9;18;506;92;35;375;43;5;5;599;4;1;429;17;0;5;551;14815;1748;639;6773;634;56;109;11185;1216;645;4873;1165;55;143
9;935;UTTAR PRADESH;JALAUN;1;13;1159;1670718;25.06;219365.27;14.87;865;27.7;0.05;75.16;63.88;84.89;4565;178869;105657;1611;271;11;741;83;1;18;0;2736;1257;5;2;556;7;0;0;0;1827;335;259;9;185;76;1;18;0;883;1176;3;1;540;5;0;0;0;1725;178;93;0;118;48;0;15;0;645;206;10;290;62;1;8;57;64;7;97;73;1;2;387;2;0;272;8;0;1;94;5975;1909;113;2867;322;16;67;4158;1394;116;2507;952;2;106
9;936;UTTAR PRADESH;JHANSI;1;10;945;2000755;41.78;249094;14.66;885;28.15;0.19;76.37;64.88;86.58;5024;197752;118302;1432;333;64;614;76;34;24;0;2577;1198;5;6;559;13;0;10;0;1791;220;319;58;55;63;34;14;0;763;1103;2;2;538;9;0;10;0;1664;123;127;17;28;33;10;8;0;775;323;64;264;71;34;17;56;137;50;143;64;19;17;284;16;1;169;12;0;4;30;6353;2884;814;2861;325;332;116;5186;2947;1404;2291;1238;398;213
9;937;UTTAR PRADESH;LALITPUR;1;7;713;1218002;14.38;205964.14;24.57;905;19.69;5.86;64.95;52.26;76.41;5039;159999;91601;1262;83;10;567;31;2;18;0;1973;1049;2;4;498;9;0;1;0;1563;213;81;6;69;22;2;17;0;410;1014;0;1;484;4;0;1;0;1504;155;28;1;46;15;1;13;0;463;70;10;216;27;2;15;63;33;3;167;17;1;6;127;3;0;60;5;0;6;29;5875;788;78;2852;121;9;87;3988;807;207;2311;386;19;156
9;938;UTTAR PRADESH;HAMIRPUR (U.P.);1;10;680;1104021;18.96;148601.23;5.78;860;21.84;0.04;70.16;57.19;81.27;4021;119475;75496;1168;43;3;552;72;2;20;0;1860;803;6;1;382;9;0;0;0;1201;347;21;2;169;63;2;20;0;624;745;0;0;369;2;0;0;0;1116;206;7;1;101;42;1;13;0;542;32;2;247;55;1;14;87;13;3;159;47;0;9;209;2;0;172;14;0;8;36;4986;325;23;2325;286;11;98;4171;282;65;2436;1088;27;152
9;939;UTTAR PRADESH;MAHOBA;1;5;452;876055;21.19;124750.23;23.66;880;25.22;0.07;66.94;54.65;77.72;3144;98872;62530;831;99;6;403;35;2;4;0;1380;674;4;0;355;10;0;0;0;1043;157;93;4;48;25;1;4;0;332;623;0;0;332;3;0;0;0;958;110;42;0;43;14;0;2;0;522;79;6;214;26;2;3;27;14;5;108;22;1;3;142;2;0;87;9;0;2;42;3678;716;94;1639;254;41;26;2331;467;27;1371;257;12;22
9;940;UTTAR PRADESH;BANDA;1;9;487;1799541;15.35;289726.1;17.06;863;21.56;0.01;68.11;54.95;79.38;4408;226585;136789;1619;118;21;716;53;11;9;0;2547;1397;4;3;650;12;0;2;0;2068;216;111;15;65;41;11;7;0;466;1328;2;2;629;8;0;2;0;1971;124;35;6;48;30;3;7;0;404;91;17;160;37;8;6;20;12;9;121;34;1;2;189;0;0;118;16;1;4;52;7268;955;187;3177;353;78;47;5767;649;183;2865;502;76;45
9;941;UTTAR PRADESH;CHITRAKOOT;1;6;345;990626;9.73;171477.36;29.29;879;26.89;0.04;66.52;54.03;77.42;3216;136318;79433;1110;76;18;497;36;7;5;0;1749;992;0;5;451;4;1;0;0;1453;118;76;13;46;32;6;5;0;296;975;0;4;442;3;1;0;0;1425;91;35;5;41;24;5;3;0;378;53;16;173;34;5;4;19;32;7;131;22;4;3;120;0;0;117;8;1;1;54;4993;549;108;2219;254;59;31;3174;511;224;1842;374;122;29
9;942;UTTAR PRADESH;FATEHPUR;1;15;1606;2632684;12.25;377000.35;14.05;900;24.75;0.01;68.78;57.76;78.69;4152;302359;191401;2503;177;23;1099;122;7;36;0;3967;1907;7;1;762;4;0;0;0;2681;590;154;21;336;118;7;36;0;1262;1848;5;1;743;2;0;0;0;2599;445;135;17;267;104;7;34;0;574;94;23;268;94;2;16;139;44;9;155;75;2;7;403;9;1;454;15;0;12;151;11280;1097;134;4700;706;41;153;9112;1275;308;4052;1238;75;286
9;943;UTTAR PRADESH;PRATAPGARH;1;18;1877;3173752;5.54;427504.39;16.2;994;22.1;0.02;73.1;60.99;85.29;3717;355572;239448;2973;46;18;1211;225;15;55;0;4543;2037;0;1;738;9;1;0;0;2786;894;38;16;472;215;4;51;0;1690;2007;0;1;728;7;0;0;0;2743;831;32;16;451;210;4;49;0;780;22;6;335;146;5;32;58;4;1;133;103;0;5;401;0;0;370;8;1;0;240;13798;314;107;5647;1081;72;238;9181;163;139;3272;2342;68;287
9;944;UTTAR PRADESH;KAUSHAMBI;1;8;876;1596909;7.79;263489.99;23.49;905;34.72;0.01;63.69;50.76;75.35;1779;211589;129653;1200;37;2;684;54;2;22;0;2001;948;1;0;480;5;0;0;0;1434;237;27;2;204;49;0;21;0;540;944;1;0;477;5;0;0;0;1427;229;26;2;197;46;0;21;0;623;20;2;277;48;1;18;48;8;2;132;46;1;17;68;1;0;262;10;0;3;260;6392;292;16;3008;268;11;67;3944;218;28;2486;514;15;82
9;945;UTTAR PRADESH;ALLAHABAD;1;22;2311;5959798;24.78;832583.78;20.74;902;22;0.13;74.41;62.67;85;5482;679031;432825;3189;495;146;1340;259;74;126;0;5629;2505;3;9;1021;8;1;1;0;3548;666;466;133;318;251;71;124;0;2029;2404;1;7;987;5;0;1;0;3405;562;261;77;295;221;54;110;0;910;383;115;390;207;57;94;81;95;74;183;137;24;38;96;7;5;248;29;2;15;381;17010;4314;1271;6488;1537;501;593;13692;3019;2176;5798;3422;615;816
9;946;UTTAR PRADESH;BARABANKI;1;16;1992;3257983;10.14;504335.77;21.86;908;26.52;0.02;63.76;54.1;72.49;4402;396332;245891;2486;216;29;942;138;7;12;0;3830;2180;6;3;863;20;0;0;0;3072;302;189;26;79;118;6;12;0;732;2127;5;3;840;17;0;0;0;2992;267;152;24;68;95;5;12;0;778;137;22;280;116;4;11;140;78;13;128;98;4;8;154;7;2;162;35;1;2;48;10347;1757;219;4211;723;43;47;9616;1882;289;4147;1257;86;60
9;947;UTTAR PRADESH;FAIZABAD;1;17;1218;2468371;13.89;347052.96;18.16;961;22.46;0.04;70.63;60.72;80.21;2341;276755;178388;2291;92;20;1036;118;3;21;0;3581;1531;4;4;577;7;0;0;0;2123;710;65;16;455;111;3;21;0;1381;1471;0;2;555;4;0;0;0;2032;582;43;10;385;84;3;16;0;796;72;19;399;97;3;18;250;45;14;211;68;3;14;196;3;1;263;23;1;1;213;11394;889;211;5094;588;27;92;9558;806;336;4790;1794;26;251
9;948;UTTAR PRADESH;AMBEDKAR NAGAR;1;10;1374;2398709;11.74;324545.33;18.35;976;24.65;0.03;74.37;64.62;83.95;2350;263646;177061;2113;163;15;993;77;6;43;0;3410;1354;0;3;528;2;0;0;0;1887;621;85;8;451;75;5;42;0;1287;1323;0;3;519;2;0;0;0;1847;588;75;7;435;66;5;40;0;659;103;14;330;62;3;27;55;19;8;154;47;0;8;187;2;0;277;5;0;9;203;11355;1392;127;5209;481;54;217;8031;1100;207;4324;985;53;306
9;949;UTTAR PRADESH;Sultanpur;1;15;1341;3790922;5.28;539448.2;17.92;978;22.43;0.02;71.14;60.17;81.99;4436;437759;281577;2195;118;10;907;128;10;27;0;3395;1726;1;3;623;5;0;0;0;2358;461;92;7;279;123;10;27;0;999;1694;1;2;617;3;0;0;0;2317;422;81;6;262;117;9;26;0;608;76;10;279;105;6;18;81;26;5;94;80;4;7;198;1;0;215;22;0;5;102;10726;1142;116;4830;797;60;127;6893;893;88;4100;1244;69;176
9;950;UTTAR PRADESH;BAHRAICH;1;15;1594;3478257;8.26;635477.55;46.08;891;14.6;0.32;51.1;40.76;60.23;5237;504284;291547;2802;114;18;1090;86;4;29;0;4143;2475;0;1;998;6;0;0;0;3480;275;105;16;91;80;4;29;0;600;2431;0;0;980;5;0;0;0;3416;217;59;16;70;71;4;28;0;527;76;12;230;65;4;20;94;45;13;121;48;0;9;47;1;1;180;13;0;7;66;12901;1066;198;4557;409;14;114;8276;963;220;3282;841;23;152
9;951;UTTAR PRADESH;SHRAWASTI;1;5;803;1114615;3.45;202637.01;-5.25;875;16.95;0.5;49.13;37.07;59.55;1640;162843;92956;1065;13;2;439;52;1;19;0;1591;888;0;1;396;2;0;1;0;1288;120;7;1;43;50;0;18;0;239;883;0;1;394;2;0;1;0;1281;112;7;0;39;49;0;18;0;99;6;1;54;30;0;12;29;3;0;62;20;0;1;33;0;0;108;3;0;0;26;5076;116;4;1863;234;3;80;2967;115;11;1177;554;13;157
9;952;UTTAR PRADESH;BALRAMPUR (U.P);1;11;1281;2149066;7.74;385327.53;27.74;922;12.9;1.16;51.76;40.92;61.66;3349;307873;186694;1770;117;5;716;20;1;10;0;2639;1581;3;1;665;2;0;0;0;2252;184;101;4;49;18;1;10;0;367;1554;1;1;652;2;0;0;0;2210;156;64;2;44;14;1;9;0;224;66;4;95;17;0;8;42;13;3;27;9;0;2;92;0;0;312;5;0;1;73;8330;1036;36;2949;105;7;49;4983;562;61;2081;238;0;21
9;953;UTTAR PRADESH;GONDA;1;19;1791;3431386;6.56;545933.51;24.07;922;15.49;0.03;61.16;49.13;72.23;4003;441967;280575;2846;224;59;1122;138;29;54;0;4472;2232;2;6;912;2;0;1;0;3155;430;169;49;203;135;14;51;0;1051;2191;0;4;906;1;0;1;0;3103;395;122;38;202;129;9;50;0;584;143;47;202;99;21;28;160;78;36;158;68;20;15;109;5;0;316;21;0;5;81;14161;1834;469;5052;590;227;262;8730;2123;998;4060;2120;322;526
9;954;UTTAR PRADESH;SIDDHARTHNAGAR;1;14;1703;2553526;6.28;465763.14;25.17;970;15.97;0.47;61.81;49.61;73.79;2895;378048;219623;2130;143;4;862;62;0;43;0;3244;1889;0;0;754;5;0;0;0;2648;162;37;0;104;57;0;43;0;403;1864;0;0;742;3;0;0;0;2609;135;34;0;98;53;0;42;0;683;55;2;261;48;0;32;6;3;1;141;28;0;10;105;1;0;293;4;0;7;41;9357;853;26;3561;410;0;183;5450;807;22;2455;750;0;316
9;955;UTTAR PRADESH;BASTI;1;15;1762;2461056;5.61;372357.77;18.05;959;20.86;0.15;69.69;58.35;80.65;2688;304989;193184;2120;80;3;874;104;0;52;0;3233;1749;0;1;653;2;0;0;0;2405;349;71;2;216;102;0;51;0;791;1717;0;1;646;0;0;0;0;2364;306;63;1;198;97;0;49;0;1037;46;3;457;95;0;45;74;7;2;156;61;0;6;250;0;0;305;1;0;0;160;10366;579;34;4284;414;0;187;5975;446;52;3444;1358;0;262
9;956;UTTAR PRADESH;SANT KABIR NAGAR;1;9;1147;1714300;7.47;272059.41;20.71;969;21.52;0.09;69.01;56.99;80.72;1646;223248;137594;1277;77;1;542;76;0;26;0;1999;1075;0;0;450;2;0;0;0;1527;145;63;1;89;74;0;26;0;398;1064;0;0;441;1;0;0;0;1506;142;59;1;87;70;0;25;0;431;40;1;149;68;0;18;22;7;1;88;38;0;4;180;1;0;255;1;0;0;116;6310;668;8;2754;342;0;112;3751;435;18;1643;1002;0;217
9;957;UTTAR PRADESH;MAHARAJGANJ;1;17;1057;2665292;5.06;402192.56;22.61;938;18.36;0.61;64.3;50.14;77.62;2952;331845;216030;1963;87;26;872;86;1;8;0;3043;1485;2;1;659;5;0;1;0;2153;462;60;23;210;80;1;7;0;843;1470;1;1;645;5;0;1;0;2123;456;58;23;209;80;1;7;0;826;47;23;338;83;1;6;480;12;16;280;52;0;3;70;1;0;257;2;0;0;46;10546;787;89;4047;187;1;14;4938;504;158;2438;563;5;38
9;958;UTTAR PRADESH;GORAKHPUR;1;20;2291;4436275;18.78;595348.11;17.69;944;21.08;0.41;73.25;61.54;84.38;3321;491751;317600;2788;200;48;1224;116;14;25;0;4415;2164;3;15;854;5;3;0;0;3044;609;170;30;370;111;9;25;0;1324;2095;2;10;839;4;2;0;0;2952;550;130;23;332;90;7;23;0;991;160;44;474;97;12;21;230;101;34;147;71;6;14;194;5;0;360;4;3;4;107;14179;1820;435;6101;859;79;128;11032;1254;479;5587;1296;85;159
9;959;UTTAR PRADESH;KUSHINAGAR;1;15;1444;3560830;4.72;551572.57;23.08;955;15.27;2.25;67.66;54.74;80.1;2905;441417;284918;2710;221;43;1010;103;15;26;0;4128;2202;3;1;836;4;0;0;0;3046;412;153;37;174;99;14;26;0;915;2180;2;0;828;3;0;0;0;3013;389;139;35;162;91;14;25;0;739;105;28;339;81;6;18;80;63;23;182;44;2;7;206;1;0;486;8;0;1;28;15772;2141;442;5322;928;116;158;8251;1719;644;3291;1342;138;221
9;960;UTTAR PRADESH;DEORIA;1;18;1725;3098637;10.23;445274.14;14.23;1013;15.11;3.54;73.53;61.34;86.07;2540;363087;237843;2478;69;39;1154;119;11;64;0;3934;1955;1;0;755;3;2;0;0;2716;519;54;37;399;116;9;64;0;1198;1902;1;0;733;0;1;0;0;2637;436;53;35;327;104;8;59;0;689;38;28;375;90;10;44;149;15;27;201;82;5;12;259;0;0;404;11;0;11;242;12657;620;362;6419;604;72;245;10291;659;717;5755;1680;120;538
9;961;UTTAR PRADESH;AZAMGARH;1;23;2618;4616509;8.52;680935.08;17.17;1017;25.39;0.2;72.69;62.65;83.08;4054;559105;358062;3423;147;17;1626;96;6;43;0;5358;2350;1;2;1003;1;1;1;0;3359;1008;99;15;615;94;5;42;0;1878;2330;1;1;993;1;0;1;0;3327;979;74;9;607;91;3;42;0;1111;108;15;499;86;6;33;91;24;8;190;52;1;10;149;1;0;265;10;0;1;436;18730;1274;161;8357;719;53;246;15225;840;163;7568;999;58;228
9;962;UTTAR PRADESH;MAU;1;10;751;2205170;22.66;327467.75;18.94;978;21.51;1.04;75.16;65.59;84.61;1713;271464;175135;1472;66;15;621;139;8;55;0;2376;1106;6;1;462;0;0;0;0;1575;364;11;14;159;139;8;55;0;750;1081;4;1;442;0;0;0;0;1528;357;8;14;156;138;8;55;0;583;55;15;278;121;8;53;108;6;6;67;67;2;16;116;5;0;225;0;0;2;203;7023;334;65;2772;427;31;172;5662;140;158;2256;1029;28;233
9;963;UTTAR PRADESH;BALLIA;1;18;1651;3223642;9.43;448730.97;16.73;933;15.27;3.4;73.82;61.72;85.19;2981;373589;243215;2421;93;15;903;125;5;52;0;3614;2076;0;1;648;8;0;0;0;2733;326;82;14;251;117;5;52;0;847;2003;0;1;624;6;0;0;0;2634;287;48;11;239;106;3;45;0;523;55;11;237;81;2;35;124;24;7;68;60;0;12;147;3;0;175;38;0;12;286;10656;822;94;4224;645;32;203;10458;810;186;5192;1654;55;462
9;964;UTTAR PRADESH;JAUNPUR;1;22;2355;4476072;7.45;643211.55;14.43;1018;22.04;0.11;73.66;61.7;86.06;4038;527859;345014;3603;204;24;1534;165;10;45;0;5585;2447;3;1;908;2;0;0;0;3361;1095;173;23;620;163;9;44;0;2127;2387;3;1;892;1;0;0;0;3284;1004;131;16;582;151;8;39;0;1093;122;17;542;118;6;32;963;91;16;533;110;6;22;242;3;2;296;14;0;6;199;17243;1508;157;7679;927;63;247;13352;1222;219;6554;1519;84;262
9;965;UTTAR PRADESH;GHAZIPUR;1;17;1675;3622727;7.56;538699.5;19.26;951;20.07;0.79;74.27;62.29;85.77;3377;439208;276868;3415;122;27;1598;279;13;157;0;5611;2010;1;1;816;12;1;0;0;2841;1379;84;24;781;267;8;156;0;2699;1960;1;1;802;7;0;0;0;2771;1276;60;21;734;254;7;153;0;1129;90;26;585;241;13;145;172;28;8;225;102;2;13;233;12;0;449;37;0;9;443;17936;1090;145;8590;969;69;554;11727;740;256;6056;1829;81;691
9;966;UTTAR PRADESH;CHANDAULI;1;10;1189;1952713;12.55;304232.69;18.83;913;22.88;2.14;73.86;63.07;83.58;2541;243965;146379;1228;80;7;602;63;0;32;0;2012;1000;1;2;479;5;0;0;0;1487;226;68;5;122;58;0;32;0;511;986;1;1;473;2;0;0;0;1463;181;65;2;104;53;0;31;0;496;52;6;219;49;0;26;74;40;6;154;36;0;2;26;0;0;89;5;0;2;122;7675;798;118;3353;324;0;124;4294;660;254;2840;988;0;289
9;967;UTTAR PRADESH;VARANASI;1;10;1331;3682194;43.43;478317;17.32;909;13.24;0.78;77.05;68.2;85.12;1535;385968;248486;1370;269;101;552;137;25;34;0;2488;1027;2;7;359;5;0;0;0;1400;334;233;77;192;132;21;34;0;1023;926;1;4;331;2;0;0;0;1264;279;126;32;166;96;11;25;0;496;200;91;207;115;19;23;126;112;55;155;84;13;10;78;6;0;95;11;0;5;158;8527;2680;1306;3385;816;235;199;8304;2775;2617;3384;2627;357;319
