STATCD;DISTCD;STATNAME;DISTNAME;DISTRICTS;BLOCKS;VILLAGES;TOTPOPULAT;P_URB_POP;POPULATION_0_6;GROWTHRATE;SEXRATIO;P_SC_POP;P_ST_POP;OVERALL_LI;FEMALE_LIT;MALE_LIT;AREA_SQKM;TOT_6_10_15;TOT_11_13_15;SCH1;SCH2;SCH3;SCH4;SCH5;SCH6;SCH7;SCH9;SCHTOT;SCH1G;SCH2G;SCH3G;SCH4G;SCH5G;SCH6G;SCH7G;SCH9G;SCHTOTG;SCH1P;SCH2P;SCH3P;SCH4P;SCH5P;SCH6P;SCH7P;SCH9P;SCHTOTP;SCH1GR;SCH2GR;SCH3GR;SCH4GR;SCH5GR;SCH6GR;SCH7GR;SCH9GR;SCHTOTGR;SCH1PR;SCH2PR;SCH3PR;SCH4PR;SCH5PR;SCH6PR;SCH7PR;SCH9PR;SELE1;SELE2;SELE3;SELE4;SELE5;SELE6;SELE7;SCOMP1;SCOMP2;SCOMP3;SCOMP4;SCOMP5;SCOMP6;SCOMP7;ENR501;ENR502;ENR503;ENR504;ENR505;ENR506;ENR507;ENR509;CLS1;CLS2;CLS3;CLS4;CLS5;CLS6;CLS7;TCH1;TCH2;TCH3;TCH4;TCH5;TCH6;TCH7
18;1809;ASSAM;MORIGAON;1;4;534;957853;7.65;159099.38;23.39;974;12.31;14.29;69.37;64.99;73.66;1551;124726;74107;1372;62;3;364;15;22;28;0;1866;1238;32;2;213;14;0;21;0;1520;11;30;1;149;1;22;3;0;217;1226;31;2;208;13;0;20;0;1500;9;29;0;148;0;18;2;0;87;42;3;118;14;20;24;4;27;3;98;13;7;16;496;1;0;73;0;0;4;144;3596;502;32;1402;89;246;152;4127;702;61;2516;406;484;434
18;1810;ASSAM;NAGAON;1;11;1311;2826006;13.03;446226.35;22.09;962;9.43;4.08;73.78;69.21;78.19;3973;347286;207966;3011;121;24;855;57;60;81;0;4209;2681;82;4;476;53;1;65;0;3362;39;34;20;305;4;53;12;0;467;2553;78;2;429;40;1;47;0;3150;37;31;17;294;3;43;11;0;511;74;20;282;55;47;70;25;22;17;103;53;28;56;626;17;2;118;0;7;7;327;9234;815;273;3323;334;592;369;10697;1187;477;6272;1606;934;1309
18;1811;ASSAM;SONITPUR;1;7;1533;1925975;8.89;267325.33;15.67;946;5.67;12.07;69.96;62.53;76.98;5204;212316;129491;2432;72;4;390;39;70;56;0;3063;2038;58;2;176;39;0;47;0;2360;13;14;2;172;0;69;5;0;275;1969;53;2;159;30;0;36;0;2249;11;14;1;167;0;52;3;0;302;45;3;136;38;55;50;33;30;3;73;36;27;40;821;14;0;60;2;7;3;214;7034;521;57;1568;273;619;348;7131;694;74;2596;1003;877;891
18;1812;ASSAM;LAKHIMPUR;1;6;993;1040644;8.77;150893.38;17.06;965;7.85;23.93;78.39;71.91;84.66;2277;118840;71844;2129;88;7;804;29;44;121;0;3222;1837;49;1;459;29;0;93;0;2468;18;39;6;302;0;44;15;0;424;1795;44;1;447;23;0;84;0;2394;17;36;4;300;0;28;13;0;180;46;6;167;29;35;72;107;25;5;102;28;24;56;1410;19;0;517;1;1;35;335;5522;630;99;2457;150;412;455;5443;915;167;5102;765;825;1967
18;1813;ASSAM;DHEMAJI;1;3;1089;688077;7.04;99702.36;20.3;949;6.45;47.45;69.07;62.13;75.66;3237;79784;48567;1551;52;1;464;9;41;34;0;2152;1290;32;1;208;9;0;22;0;1562;8;20;0;237;0;41;8;0;314;1270;30;1;202;9;0;22;0;1534;8;18;0;233;0;35;8;0;98;26;1;103;9;33;16;0;23;1;96;9;26;10;1023;10;0;215;0;1;8;251;3777;344;8;1693;48;393;105;3448;488;1;3283;270;588;454
18;1814;ASSAM;TINSUKIA;1;5;817;1316948;19.97;175022.39;14.51;948;2.84;6.18;70.92;63.54;77.89;3790;137909;85796;1326;52;22;248;16;98;34;0;1796;1255;9;2;174;16;0;18;0;1474;38;39;20;55;0;97;11;0;260;1191;9;1;156;6;0;5;0;1368;34;38;11;52;0;75;7;0;240;34;22;119;16;86;28;7;19;18;105;16;70;22;480;10;0;40;1;4;7;151;4885;383;332;1255;140;1028;158;3647;507;635;1612;441;1627;397
18;1815;ASSAM;DIBRUGARH;1;6;1069;1327748;18.36;154948.19;12.04;952;4.44;7.76;76.22;69.52;82.59;3381;121083;77838;1611;62;17;317;20;104;47;0;2178;1586;47;6;225;19;0;35;0;1918;6;15;11;79;1;98;6;0;216;1520;46;5;203;14;0;24;0;1812;6;14;6;75;0;80;1;0;293;30;17;103;20;82;43;29;22;16;94;19;71;39;862;14;0;81;0;4;9;191;4730;410;278;1209;141;1029;198;3737;489;628;1804;593;1741;627
18;1816;ASSAM;SIBSAGAR;1;6;833;1150253;9.55;133889.45;9.37;951;3.68;4.26;81.36;75.69;86.75;2668;100618;67258;1971;102;10;352;43;107;84;0;2669;1925;70;3;288;41;0;78;0;2405;34;31;7;53;2;104;5;0;236;1861;68;1;277;29;0;69;0;2305;29;26;5;52;2;77;4;0;196;51;10;112;42;81;79;21;35;8;82;38;55;66;1455;32;2;189;6;10;24;182;5491;664;107;1223;225;889;329;7038;1216;197;3131;1327;1653;1573
18;1817;ASSAM;JORHAT;1;6;789;1091295;20.12;117532.47;9.21;956;8.12;12.82;83.42;78.22;88.38;2851;92978;59549;1982;76;9;449;30;82;80;0;2708;1760;47;5;299;29;2;62;0;2204;17;26;4;130;1;80;16;0;274;1727;45;5;291;26;0;48;0;2142;15;25;4;130;1;70;15;0;447;53;9;193;30;69;63;21;22;8;87;26;48;54;1534;26;0;238;2;16;19;272;4874;476;106;1578;181;673;347;4389;640;103;2465;852;1148;1059
18;1818;ASSAM;GOLAGHAT;1;5;888;1058674;9.24;128417.16;11.88;961;5.84;10.48;78.31;72.18;84.2;3502;99687;64213;1441;78;4;390;23;73;39;0;2048;1332;40;0;250;23;1;30;0;1676;40;38;4;128;0;70;7;0;287;1290;38;0;231;16;1;23;0;1599;36;34;1;126;0;53;6;0;203;47;4;145;23;58;35;38;32;3;73;22;36;31;817;10;0;140;0;1;3;216;4218;561;67;1414;116;730;185;3639;695;141;2085;606;1163;569
18;1819;ASSAM;KARBI ANGLONG;1;11;668;965280;11.82;183885.84;18.69;956;4.7;56.34;73.52;64.62;82.12;10434;113105;68915;1960;80;11;352;14;99;96;0;2612;1802;1;3;270;13;1;80;0;2170;79;77;8;79;1;97;16;0;357;1713;0;2;251;4;1;70;0;2041;67;62;3;68;0;61;14;0;164;34;9;133;14;77;78;16;19;9;84;14;53;61;1326;12;1;141;0;7;16;151;6142;613;140;1359;73;918;366;4308;806;213;2435;369;1419;1364
18;1820;ASSAM;DIMA HASAO;1;5;706;213529;28.67;31751.76;13.53;931;2.03;70.92;78.99;72.15;85.34;4888;23851;14366;790;18;7;172;5;17;19;0;1028;776;0;1;167;4;0;18;0;966;11;17;6;5;1;17;1;0;58;737;0;0;160;1;0;12;0;910;11;16;2;5;1;9;1;0;20;5;7;58;4;12;17;14;2;6;75;4;7;14;727;4;0;147;1;1;7;53;1781;120;95;541;28;145;66;2588;178;142;1083;153;279;285
18;1821;ASSAM;CACHAR;1;8;1175;1736319;18.2;246904.56;20.17;958;15.25;1.01;80.36;74.62;85.85;3786;189943;113445;2328;131;16;452;40;72;35;0;3074;2065;46;6;303;36;1;30;0;2487;74;77;7;128;2;49;3;0;340;2009;45;5;288;30;1;21;0;2399;70;73;6;125;2;36;0;0;198;64;15;154;34;66;31;11;38;12;95;32;48;29;957;21;0;122;2;0;4;271;5647;848;187;1663;223;695;166;6845;1205;432;3009;976;1310;561
18;1822;ASSAM;KARIMGANJ;1;6;995;1217002;9.06;203239.33;20.74;961;12.85;0.16;79.72;73.49;85.7;1809;154769;90261;2422;118;9;430;32;25;35;0;3071;1635;53;3;238;29;1;23;0;1982;114;51;4;103;3;22;9;0;306;1607;50;1;231;23;1;20;0;1933;111;50;3;102;3;19;8;0;142;37;8;101;25;15;24;21;28;5;92;12;4;12;1048;25;1;121;3;7;6;129;5081;649;101;1392;199;209;160;6235;1001;190;2973;684;372;500
18;1823;ASSAM;HAILAKANDI;1;3;386;659260;7.31;109569.01;21.44;946;10.72;0.11;75.26;68.54;81.61;1327;82602;49293;2688;51;4;600;18;56;43;0;3460;1238;31;2;273;16;0;28;0;1588;10;18;1;221;1;49;11;0;311;1206;28;2;260;11;0;24;0;1531;9;18;0;219;1;41;8;0;112;28;3;173;17;27;31;8;15;4;84;12;9;11;2126;10;0;446;4;7;9;76;3826;249;37;1505;68;350;137;5818;457;72;4176;474;801;629
18;1824;ASSAM;BAKSA;1;4;665;953773;1.28;117409.46;11.17;967;7.69;34.84;70.53;62.23;78.55;2457;91475;60024;1720;63;5;451;13;36;25;0;2313;1467;26;0;367;13;0;24;0;1897;13;36;5;79;0;34;0;0;167;1467;26;0;367;13;0;24;0;1897;13;36;5;79;0;34;0;0;84;27;4;89;13;24;24;11;8;2;48;9;13;17;1174;6;0;204;0;3;2;203;4080;547;43;1737;147;290;158;6017;714;47;3839;435;369;514
18;1825;ASSAM;CHIRANG;1;2;506;481818;7.37;70200.88;11.26;969;7.29;37.06;64.71;57.87;71.35;1923;55870;34579;1015;25;3;161;11;36;5;0;1256;839;7;0;116;10;0;3;0;975;8;15;3;40;1;36;1;0;104;812;5;0;106;7;0;2;0;932;8;14;1;37;1;24;1;0;92;13;3;51;10;31;5;6;9;2;27;11;24;4;631;1;0;32;0;4;2;64;2444;211;53;668;100;340;30;3170;271;87;1198;346;542;104
18;1826;ASSAM;UDALGURI;1;3;734;832769;4.51;109259.29;9.76;966;4.55;32.15;66.6;59.17;73.79;2012;83385;54881;1387;34;4;237;9;40;17;0;1728;1192;14;0;196;9;1;16;0;1428;12;20;4;28;0;39;1;0;104;1172;13;0;193;7;0;14;0;1399;12;19;3;28;0;33;1;0;81;16;3;68;9;30;16;15;8;3;57;9;19;11;887;5;0;57;0;1;1;128;3688;227;40;1030;88;373;112;4122;337;63;1904;342;496;284
18;1827;ASSAM;KAMRUP-METRO;1;2;192;1260419;82.9;120496.06;18.95;922;8.12;5.99;88.66;85.82;91.26;955;91058;59129;600;29;44;153;27;185;53;0;1091;543;13;12;104;26;3;35;0;736;9;16;32;38;1;177;9;0;282;226;1;3;33;4;0;4;0;271;7;7;3;16;1;19;1;0;258;24;43;94;26;177;48;10;19;39;48;24;147;39;233;6;0;45;4;14;14;135;2185;218;955;571;207;1624;251;2168;357;1160;1094;799;2768;822
19;1901;WEST BENGAL;DARJILING;1;12;876;1842034;38.99;180150.93;14.47;971;17.18;21.52;79.92;73.74;85.94;3149;144908;99968;1452;26;18;89;69;24;64;0;1742;1316;1;6;82;69;2;54;0;1530;134;24;12;6;0;21;10;0;207;1221;0;1;78;47;0;47;0;1394;124;21;2;6;0;11;9;0;195;16;17;47;63;21;44;122;19;17;62;65;23;53;1273;24;15;25;1;22;11;1;5240;226;206;360;564;232;341;4997;265;622;410;1425;345;646
19;1902;WEST BENGAL;JALPAIGURI;1;11;1107;3869675;27;445012.63;13.77;954;37.65;18.89;73.79;66.65;80.61;6227;344365;218042;2231;47;21;250;141;9;37;0;2736;1832;0;3;239;136;2;36;0;2248;355;42;17;5;2;7;0;0;428;1684;0;2;230;106;1;30;0;2053;299;32;9;5;2;4;0;0;1341;37;21;136;140;9;36;105;19;14;13;119;8;21;763;11;1;36;1;0;0;0;8151;387;299;1029;1867;122;364;8969;392;451;859;4097;140;662
19;1903;WEST BENGAL;KOCH BIHAR;1;18;1634;2822780;10.25;332241.21;13.86;942;50.17;0.64;75.49;69.08;81.52;3387;257917;108205;2956;14;8;431;199;10;66;0;3684;2541;3;5;390;191;1;50;0;3181;1;1;2;0;0;2;0;0;6;2448;2;1;385;163;1;44;0;3044;1;1;2;0;0;2;0;0;1822;6;7;155;198;8;56;89;2;7;21;170;7;32;876;1;0;62;0;0;1;0;11143;115;102;1558;2236;95;473;10195;138;174;1702;5836;149;882
19;1904;WEST BENGAL;UTTAR DINAJPUR;1;13;1131;3000849;12.07;469932.95;22.9;936;26.87;5.41;60.13;53.15;66.65;3140;373572;233772;2719;29;9;350;162;8;22;0;3299;2469;2;2;325;149;0;19;0;2966;249;25;2;17;0;8;1;0;302;2366;2;2;318;129;0;15;0;2832;229;21;2;16;0;8;1;0;1463;20;7;149;157;4;18;64;10;6;16;148;4;18;335;1;0;24;0;0;1;0;11506;231;160;1712;2521;98;259;11476;303;173;1410;4432;119;270
19;1905;WEST BENGAL;DAKSHIN DINAJPUR;1;10;920;1670931;14.13;178455.43;11.16;954;28.8;16.43;73.86;67.81;79.63;2219;141733;96763;1952;20;6;222;116;7;50;0;2373;1732;0;1;212;106;1;45;0;2097;214;19;3;7;2;4;0;0;249;1657;0;0;210;90;0;39;0;1996;201;17;2;6;2;4;0;0;1194;15;6;92;113;4;46;50;1;4;14;111;3;38;903;5;0;80;2;0;0;0;6668;130;72;808;1461;60;450;6249;136;107;706;3261;75;720
19;1906;WEST BENGAL;MALDAH;1;17;1848;3997970;13.8;590100.37;21.5;939;20.94;7.87;62.71;57.84;67.27;3733;461268;282445;3466;103;21;376;256;27;83;0;4332;2560;3;2;342;205;0;55;0;3167;899;94;9;20;4;18;12;0;1056;2459;3;1;339;182;0;48;0;3032;852;92;9;20;4;18;12;0;2095;76;19;165;254;24;75;148;26;8;13;209;3;43;504;3;0;52;1;3;4;0;16038;928;208;1653;4210;259;848;16668;1211;339;1497;7010;353;1171
19;1907;WEST BENGAL;MURSHIDABAD;1;33;3142;7102430;19.78;979425.1;21.07;957;12.64;1.28;67.53;63.88;71.02;5324;757347;467998;5467;129;25;728;365;23;133;0;6870;4857;2;3;664;318;0;110;0;5954;431;83;9;14;4;14;7;0;562;4483;2;1;659;279;0;99;0;5523;386;75;8;13;4;14;5;0;3555;94;24;245;364;18;122;205;39;20;43;283;16;62;718;1;0;107;1;0;0;1;22286;1287;452;2690;6938;312;1552;24514;1605;618;3134;11769;461;2138
19;1908;WEST BENGAL;BIRBHUM;1;25;1704;3502387;12.8;433245.27;16.15;956;29.5;6.92;70.9;64.07;77.42;4545;340805;203789;3393;47;8;396;226;11;164;0;4245;3064;6;4;374;213;2;150;0;3813;85;16;1;3;1;6;1;0;113;2912;5;2;369;187;1;141;0;3617;61;11;0;3;1;3;1;0;2348;34;8;204;223;10;161;111;17;8;41;176;7;105;1339;12;0;57;1;1;0;2;12901;386;85;1363;2319;126;1185;11877;486;256;1557;5335;131;2026
19;1909;WEST BENGAL;BARDDHAMAN;1;42;3175;7723663;39.87;788585.99;12.01;943;27.41;6.34;77.15;70.47;83.44;7024;623649;390190;5569;107;73;362;528;10;293;0;6942;5058;2;5;344;499;1;271;0;6180;318;71;49;12;15;6;1;0;472;4360;1;0;328;342;1;234;0;5266;192;36;13;4;2;2;0;0;3508;92;70;181;519;10;283;246;50;42;62;411;7;140;1880;5;1;73;1;0;1;0;22006;921;1069;1194;5676;144;2080;20647;1063;1775;1362;12737;153;3956
19;1910;WEST BENGAL;NADIA;1;27;2227;5168488;27.81;505994.98;12.24;947;29.94;2.72;75.58;71.35;79.58;3927;388454;258806;3656;58;9;328;352;15;98;0;4516;3241;4;2;300;342;2;89;0;3980;406;49;7;19;1;9;4;0;495;2844;3;0;295;272;2;63;0;3479;327;37;2;15;0;7;3;0;2690;43;7;165;348;13;94;163;24;8;35;295;12;46;1227;17;3;37;0;1;4;1;15346;555;238;1477;4484;202;766;16124;627;268;1478;11002;267;1361
19;1911;WEST BENGAL;NORTH TWENTY FOUR PARGANAS;1;50;3042;10082852;57.59;902415.25;12.86;949;21.67;2.64;84.95;81.05;88.66;4094;705207;472575;5877;114;61;410;636;45;299;0;7442;4600;18;17;356;607;3;282;0;5883;818;49;18;30;6;26;9;0;956;3349;12;3;330;305;1;111;0;4111;275;24;5;16;3;11;3;0;4591;94;57;254;628;40;283;258;24;30;107;527;17;161;2058;81;28;132;12;28;31;1;23954;871;903;1516;7078;386;2091;23497;793;1174;1685;17487;496;3650
19;1912;WEST BENGAL;HUGLI;1;31;2301;5520389;38.6;504563.55;9.49;958;24.35;4.15;82.55;76.95;87.93;3149;395419;253107;3516;45;24;217;374;17;238;0;4431;3330;14;9;197;359;6;226;0;4141;173;21;7;5;4;4;2;0;216;2868;11;0;181;260;2;170;0;3492;143;15;2;4;0;2;2;0;3107;39;24;171;374;17;235;305;17;21;28;286;12;119;1313;8;0;36;0;1;5;3;14374;321;367;871;4696;160;1837;14799;412;609;928;9366;195;2934
19;1913;WEST BENGAL;BANKURA;1;25;2179;3596292;8.36;405302.11;12.64;954;32.65;10.25;70.95;60.44;81;6882;316815;192496;4249;18;8;466;293;5;155;0;5194;4017;6;1;457;290;1;146;0;4918;230;10;6;3;0;4;3;0;256;3861;3;0;452;270;1;138;0;4725;193;10;6;3;0;3;3;0;3543;17;8;303;286;5;148;118;8;8;20;234;4;75;2355;3;0;76;1;1;1;0;13320;124;131;1993;3574;40;1352;13200;165;193;1840;7194;69;2166
19;1914;WEST BENGAL;PURULIYA;1;23;1743;2927965;12.75;393518.5;15.43;955;19.38;18.45;65.38;51.29;78.85;6259;310415;181938;3641;39;15;518;265;3;77;0;4558;3459;2;4;515;260;0;74;0;4314;122;30;5;2;3;3;2;0;167;3348;1;2;514;242;0;70;0;4177;117;29;5;2;3;3;2;0;2879;34;14;231;245;3;59;89;19;12;43;177;2;24;1826;3;0;135;1;0;1;1;11076;350;191;2013;2353;22;459;9947;456;371;1884;5787;45;860
19;1916;WEST BENGAL;HAORA;1;17;1666;4841638;63.3;497236.22;13.31;935;14.82;0.31;83.85;79.73;87.69;1467;385203;240028;2845;84;24;196;330;14;178;0;3671;2405;6;3;179;307;2;169;0;3071;422;68;17;11;4;10;1;0;533;1964;1;1;153;207;0;89;0;2415;308;42;3;3;0;8;0;0;2480;80;23;157;329;13;176;267;54;22;23;281;13;99;947;27;6;48;9;3;31;1;12782;735;422;863;4571;175;1410;13300;821;766;767;8455;208;2079
19;1917;WEST BENGAL;KOLKATA;1;1;141;4486679;100;300158.83;-1.88;899;5.38;0.24;87.14;84.98;89.08;185;253862;172057;1798;150;173;82;276;36;256;0;2771;1494;16;30;51;239;10;246;0;2086;290;122;137;27;31;24;5;0;636;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1797;150;173;82;276;36;256;272;92;148;18;259;31;166;905;130;30;31;16;9;80;0;8584;1212;3201;432;2851;404;1488;9334;1247;6728;328;6508;601;2292
19;1918;WEST BENGAL;SOUTH  TWENTY FOUR PARGANAS;1;36;3803;8153176;25.61;976750.48;18.05;949;30.19;1.19;78.57;72.09;84.72;9960;764734;480254;5907;191;27;464;521;26;276;0;7412;4992;20;0;410;496;1;241;0;6160;798;99;16;26;3;16;12;0;970;4701;20;0;400;424;1;215;0;5761;718;75;13;25;2;12;10;0;4078;131;26;181;460;23;214;302;62;22;46;403;16;115;1632;19;2;80;1;0;4;1;24728;1607;395;1787;8074;259;2735;24156;2017;589;1772;12703;386;3006
19;1919;WEST BENGAL;PURBA MEDINIPUR;1;30;3963;5094238;12.03;565969.84;15.32;936;14.63;0.55;87.66;81.81;93.14;4713;429568;276836;5388;49;15;482;437;12;217;0;6600;4735;9;3;467;429;0;201;0;5844;652;33;10;8;1;12;9;0;725;4523;7;1;466;395;0;192;0;5584;591;29;8;8;1;8;8;0;3783;41;14;258;428;11;202;244;24;12;30;321;8;67;2512;5;0;115;0;1;3;0;19407;510;261;1438;4286;150;1396;21694;646;489;1944;10975;239;2532
19;1920;WEST BENGAL;PASCHIM MEDINIPUR;1;37;3430;5943300;11.65;663272.28;14.44;960;19.08;14.88;79.04;71.11;86.66;9368;504154;317897;7973;51;18;796;557;23;188;0;9606;7254;6;10;769;547;2;179;0;8767;562;24;7;13;1;14;2;0;623;6884;5;4;759;493;0;162;0;8307;479;18;1;12;0;6;2;0;6676;45;18;565;539;18;177;232;25;16;86;386;13;65;4688;12;0;195;2;6;1;1;24602;438;332;2510;5806;228;1440;28040;568;600;2960;12002;329;2504
19;1921;WEST BENGAL;SILIGURI;1;5;371;509709;;48269.44;8;951;;;85.46;81.94;;0;;;1066;52;25;47;79;24;19;0;1312;685;3;5;42;64;0;12;0;811;323;48;20;4;13;24;5;0;437;603;3;5;41;36;0;8;0;696;215;33;15;1;5;17;2;0;602;46;25;29;78;23;19;129;30;21;7;76;19;18;307;8;4;5;0;0;0;0;4659;443;460;216;927;317;174;4704;508;910;183;2195;434;233
19;1922;WEST BENGAL;ALIPURDUAR;1;7;776;;;;;;;;;;;;;;1582;66;13;190;102;14;20;0;1987;1324;2;4;177;99;0;20;0;1626;254;63;9;5;0;14;0;0;345;1282;2;4;175;86;0;19;0;1568;233;63;9;4;0;14;0;0;847;51;13;75;97;13;20;78;36;9;10;86;7;14;698;12;0;22;1;0;0;0;5589;588;174;857;1525;119;178;6004;613;341;686;2803;136;340
20;2001;JHARKHAND;GARHWA;1;19;794;1322387;5.27;233665.78;27.71;933;24.19;15.56;62.18;49.43;74;4093;185066;108276;1079;508;4;5;15;73;13;0;1697;1029;441;3;5;15;65;2;0;1560;27;7;1;0;0;7;11;0;53;1006;424;3;2;15;63;2;0;1515;27;5;0;0;0;4;11;0;16;60;1;5;10;12;2;27;63;1;0;15;17;8;260;4;0;5;0;0;1;32;3712;4854;68;10;56;805;67;2030;3230;47;0;69;641;93
20;2002;JHARKHAND;PALAMU;1;20;1634;1936319;11.66;316588.16;25.94;929;27.65;9.34;65.5;53.87;76.27;4393;254380;153855;1408;1324;11;9;18;122;32;0;2924;1380;1196;0;9;16;105;10;0;2716;0;5;10;0;2;6;22;0;45;1330;1150;0;9;11;104;5;0;2609;0;4;7;0;2;3;17;0;34;104;10;0;11;23;13;43;105;10;0;16;28;16;274;21;0;7;1;0;7;56;5314;9745;213;25;110;1014;146;2699;5945;355;11;90;1006;252
20;2003;JHARKHAND;CHATRA;1;12;1169;1042304;6.03;188657.02;28.98;951;32.66;4.37;62.14;51.91;71.85;3718;150504;88354;1246;738;4;2;13;77;12;0;2092;1184;640;2;2;13;66;1;0;1908;0;3;1;0;0;2;7;0;13;1171;623;2;2;12;65;1;0;1876;0;2;1;0;0;0;6;0;35;62;2;0;10;9;3;52;62;2;0;10;13;5;447;17;0;2;1;1;3;38;4572;4869;29;0;53;711;64;2480;3561;74;2;53;540;95
20;2004;JHARKHAND;HAZARIBAG;1;16;1063;1734005;15.88;273452.59;25.75;946;17.5;7.02;70.48;59.25;81.15;3555;213877;128661;1041;609;10;7;24;125;48;0;1864;1008;506;1;6;22;66;9;0;1618;22;49;3;1;2;15;30;0;122;989;487;1;6;21;66;4;0;1574;17;29;1;1;0;11;21;0;57;101;9;1;18;59;28;14;65;9;2;17;42;27;367;9;0;6;4;0;10;45;4275;5653;184;13;112;1462;223;2440;3952;351;10;186;1312;373
20;2005;JHARKHAND;KODARMA;1;6;589;717169;19.71;128516.68;32.59;949;15.22;0.96;68.35;54.77;81.25;2540;101130;56201;489;397;4;0;9;51;7;0;957;436;272;0;0;9;35;2;0;754;0;8;3;0;0;3;3;0;17;407;253;0;0;7;35;0;0;702;0;6;2;0;0;1;3;0;32;106;3;0;6;11;5;16;68;3;0;6;13;3;129;11;0;0;2;0;1;22;2362;3546;89;0;68;595;25;1148;2453;114;0;80;528;57
20;2006;JHARKHAND;GIRIDIH;1;13;2573;2445203;8.5;450406.39;28.33;943;13.31;9.74;65.12;50.33;79.08;4962;352959;197107;2288;1469;15;1;26;141;32;0;3972;2169;1155;0;0;24;104;0;0;3452;8;28;9;1;1;9;25;0;81;2147;1132;0;0;24;104;0;0;3407;7;27;2;0;1;8;24;0;225;523;12;0;14;50;13;88;148;10;0;14;31;15;759;33;0;1;2;2;4;57;7849;11373;278;3;109;1283;166;4478;6935;373;1;126;1074;258
20;2007;JHARKHAND;DEOGHAR;1;10;2085;1491879;17.31;262869.08;28.02;921;12.74;12.13;66.34;52.39;79.13;2477;201555;111921;1504;713;16;6;11;86;13;0;2349;1456;585;3;5;10;61;2;0;2122;3;9;12;0;1;8;9;0;42;1413;540;2;5;8;58;0;0;2026;2;4;6;0;0;1;4;0;73;217;15;2;10;38;8;31;131;15;2;10;31;5;614;15;0;2;0;0;5;41;4823;5762;253;43;59;939;59;3061;3920;318;29;97;759;91
20;2008;JHARKHAND;GODDA;1;9;1381;1311382;4.91;234868.52;25.14;933;8.8;21.26;57.68;44.9;69.56;2266;184920;102363;1133;680;12;4;13;81;13;0;1936;1121;543;1;3;13;67;0;0;1748;0;61;9;1;0;3;4;0;78;1105;534;1;3;12;66;0;0;1721;0;60;9;1;0;1;4;0;35;86;3;1;6;22;5;15;33;3;1;7;15;8;480;14;0;1;4;0;1;61;3498;4698;119;30;71;674;59;2312;3522;88;23;56;687;128
20;2009;JHARKHAND;SAHIBGANJ;1;9;1282;1150038;13.86;216437.15;23.96;948;6.29;26.8;53.73;44.31;62.65;2063;165130;94721;1044;571;6;1;19;54;16;0;1711;954;455;2;0;18;47;4;0;1480;51;41;3;1;1;4;12;0;113;924;432;2;0;16;43;2;0;1419;49;37;1;1;1;3;12;0;30;86;4;0;11;12;7;26;52;4;0;8;15;4;464;58;0;0;3;1;4;30;3541;4393;89;2;70;496;85;2094;2738;82;3;94;394;116
20;2010;JHARKHAND;PAKAUR;1;6;933;899200;7.5;175344;28.15;985;3.16;42.1;50.17;41.23;59.02;1811;125048;73302;681;459;5;1;11;35;12;0;1204;602;381;1;0;11;35;6;0;1036;24;32;2;1;0;0;4;0;63;595;371;1;0;8;34;6;0;1015;24;28;1;1;0;0;3;0;65;71;4;0;8;13;6;31;35;3;0;7;7;3;240;24;0;0;2;0;4;17;2767;3877;53;3;36;353;52;1603;2131;63;3;93;279;103
20;2011;JHARKHAND;DUMKA;1;10;2143;1321096;6.82;212960.68;19.39;974;6.03;43.22;62.54;49.6;75.17;3761;167088;94249;1755;831;3;3;23;87;18;0;2720;1658;741;1;2;23;74;3;0;2502;40;16;1;1;0;13;14;0;85;1645;724;1;2;21;74;3;0;2470;40;12;1;1;0;11;12;0;82;141;1;1;16;25;8;49;67;1;1;16;17;6;1098;44;0;0;5;2;2;37;4883;5738;25;31;108;836;81;3326;3634;36;16;181;679;130
20;2012;JHARKHAND;DHANBAD;1;9;1155;2682662;58.13;367524.69;11.91;908;16.29;8.68;75.71;64.7;85.68;2040;285505;174894;1360;829;50;5;14;120;20;0;2398;1250;546;3;2;10;58;0;0;1869;1;27;41;1;3;29;15;0;117;1046;422;2;0;9;49;0;0;1528;0;11;12;1;1;15;9;0;180;398;48;3;10;88;18;64;193;47;1;11;60;14;626;16;1;1;4;0;5;96;4539;7650;1144;20;112;1231;125;2987;5669;1349;18;142;1145;172
20;2013;JHARKHAND;BOKARO;1;9;780;2061918;47.69;284338.49;15.99;916;14.51;12.4;73.48;61.46;84.5;2883;220067;136329;1373;793;41;1;13;111;36;0;2368;1196;498;5;1;9;58;2;0;1769;0;16;34;0;3;32;30;0;115;1124;461;3;1;9;57;2;0;1657;0;12;10;0;2;15;25;0;112;258;40;0;13;67;21;42;172;37;0;13;55;19;831;34;0;1;1;0;10;82;4222;7262;858;0;89;1396;166;3112;5684;1645;0;159;1424;298
20;2014;JHARKHAND;RANCHI;1;18;1344;2912022;43.18;388172.53;23.9;950;5.25;35.76;77.13;68.2;85.63;5097;303249;187553;1909;1061;78;44;44;238;101;0;3475;1641;744;6;5;33;69;28;0;2526;96;76;70;38;11;140;68;0;499;1513;682;1;5;26;66;14;0;2307;68;39;30;19;5;91;39;0;175;307;67;30;28;127;62;135;258;65;24;29;125;49;1265;67;3;12;9;6;27;97;5939;9159;1663;210;288;2425;562;4194;6755;1486;254;435;2700;799
